orden;Fecha;Linea;Mensaje;Duración;segundos
4234;10.05.2019 13:56:02;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:14:03;843
4235;10.05.2019 13:44:04;B;Servicio con demora debido a un problema técnico en una formación;00:10:06;606
4236;10.05.2019 10:36:04;E;Ya circula con su frecuencia habitual;00:16:06;966
4237;10.05.2019 09:58:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01;241
4238;10.05.2019 09:44:03;C;Interrupción debido a un problema técnico en una formación;00:12:00;720
4239;10.05.2019 09:34:02;E;Servicio con demora;01:00:01;3601
4240;10.05.2019 09:08:02;E;Interrupción debido a un problema técnico en una formación;00:22:08;1328
4241;10.05.2019 08:52:08;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:59;239
4242;10.05.2019 08:38:10;E;Servicio interrumpido;00:09:54;594
4243;10.05.2019 00:40:02;E;Cerrada por obras vinculadas con su extensión.;02:16:07;8167
4244;09.05.2019 23:08:10;C;Ya circula con su frecuencia habitual;00:01:52;112
4245;09.05.2019 22:42:04;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;00:34:07;2047
4246;09.05.2019 22:08:02;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;00:32:01;1921
4247;09.05.2019 22:00:03;C;Servicio con demora debido a un problema técnico;01:06:04;3964
4248;09.05.2019 21:52:10;B;Servicio con demora por anegamiento de vías;01:31:52;5512
4249;09.05.2019 18:28:10;P;Los trenes ya se detienen en todas las estaciones;00:01:59;119
4250;09.05.2019 17:20:11;C;Ya realiza su recorrido completo entre cabeceras;00:02:00;120
4251;09.05.2019 16:52:03;P;Por obras de mejora los trenes no se detienen en Balbastro;01:33:59;5639
4252;09.05.2019 16:30:02;C;Servicio limitado entre Independencia y Retiro;00:48:00;2880
4253;09.05.2019 16:14:09;C;Servicio interrumpido;00:14:01;841
4254;09.05.2019 15:42:03;H;Servicio con demora debido a un problema técnico en una formación;00:19:59;1199
4255;09.05.2019 11:50:07;H;Ya circula con su frecuencia habitual;00:03:57;237
4256;09.05.2019 11:38:08;H;Servicio con demora debido a un problema técnico en una formación;00:09:54;594
4257;09.05.2019 09:32:03;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:10:00;600
4258;09.05.2019 09:28:03;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:02;122
4259;09.05.2019 08:48:02;C;Interrupción debido a un problema técnico en una formación;00:38:07;2287
4260;09.05.2019 00:46:10;E;Cerrada por obras vinculadas con su extensión.;02:09:59;7799
4261;09.05.2019 00:38:11;E;Servicio con demora por obras de renovación en zona de vías;00:05:51;351
4262;08.05.2019 22:44:09;A;Ya circula con su frecuencia habitual;00:01:53;113
4263;08.05.2019 22:28:10;A;Con demora debido a la atención médica a un usuario a bordo de formación;00:13:52;832
4264;08.05.2019 20:40:12;A;Ya circula con su frecuencia habitual;00:01:51;111
4265;08.05.2019 20:14:04;A;Servicio con demora;00:23:58;1438
4266;08.05.2019 17:06:03;H;Servicio con demora debido a un problema técnico;00:39:59;2399
4267;08.05.2019 13:46:09;B;Ya circula con su frecuencia habitual;00:03:59;239
4268;08.05.2019 13:24:09;B;Servicio con demora debido a un problema técnico en una formación;00:19:53;1193
4269;08.05.2019 00:32:02;E;Cerrada por obras vinculadas con su extensión.;02:04:07;7447
4270;07.05.2019 14:02:04;B;Ya circula con su frecuencia habitual;00:04:01;241
4271;07.05.2019 13:50:12;B;Servicio con demora;00:09:50;590
4272;07.05.2019 13:40:11;B;Servicio limitado entre Alem - Gallardo y Dorrego-Rosas;00:05:51;351
4273;07.05.2019 13:34:02;B;Servicio limitado entre L. N. Alem y Angel Gallardo;00:04:00;240
4274;07.05.2019 13:16:03;D;Ya circula con su frecuencia habitual;00:06:00;360
4275;07.05.2019 13:06:04;D;Servicio con demora;00:07:59;479
4276;07.05.2019 12:46:08;D;Servicio con demora debido a la atención médica a un usuario;00:17:56;1076
4277;07.05.2019 12:40:07;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:01:55;115
4278;07.05.2019 10:58:10;C;Ya circula con su frecuencia habitual;00:01:54;114
4279;07.05.2019 09:52:07;C;Servicio con demora;01:03:55;3835
4280;07.05.2019 09:32:03;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01;121
4281;07.05.2019 09:28:08;C;Interrupción por una formación detenida debido a un problema técnico;00:01:56;116
4282;06.05.2019 19:08:10;D;Ya circula con su frecuencia habitual;00:01:53;113
4283;06.05.2019 18:50:09;D;Servicio con demora debido a un problema técnico en una formación;00:15:54;954
4284;06.05.2019 14:02:02;E;Ya circula con su frecuencia habitual;00:02:06;126
4285;06.05.2019 13:18:10;E;Servicio con demora debido a un problema técnico;00:41:53;2513
4286;06.05.2019 11:16:02;B;Ya circula con su frecuencia habitual;00:04:01;241
4287;06.05.2019 11:06:02;B;Servicio con demora debido a la atención médica a un usuario;00:08:00;480
4288;05.05.2019 17:42:01;A;Ya realiza su recorrido completo entre cabeceras;00:02:06;126
4289;05.05.2019 17:16:09;A;Servicio limitado entre San Pedrito y Plaza Miserere;00:22:01;1321
4290;05.05.2019 15:24:09;E;Ya realiza su recorrido completo entre cabeceras;00:28:01;1681
4291;05.05.2019 14:56:09;E;Servicio limitado entre Pza. de los Virreyes y San José;00:22:01;1321
4292;05.05.2019 14:36:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:06:00;360
4293;05.05.2019 14:30:08;P;Servicio interrumpido;00:01:56;116
4294;05.05.2019 11:16:09;E;Por obras vinculadas con la extension : Inicia servicio a las 12 hs;03:35:59;12959
4295;04.05.2019 20:22:02;E;Servicio con demora;00:01:59;119
4296;04.05.2019 19:28:02;E;Servicio con demora;00:50:00;3000
4297;04.05.2019 16:06:02;B;Ya realiza su recorrido completo entre cabeceras;00:04:01;241
4298;04.05.2019 14:48:09;B;Servicio Limitado entre J. M. de Rosas y Medrano;01:16:01;4561
4299;04.05.2019 14:40:09;B;Servicio interrumpido;00:05:58;358
4300;04.05.2019 09:10:03;E;Por obras vinculadas a la extensión: Inicia servicio a las 8hs.;01:50:01;6601
4301;03.05.2019 22:56:02;U;Servicio con demora;01:06:08;3968
4302;03.05.2019 22:52:04;U;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:06;126
4303;03.05.2019 22:44:03;U;Servicio interrumpido;00:06:02;362
4304;03.05.2019 22:36:09;U;Servicio con demora;00:05:53;353
4305;03.05.2019 14:00:04;B;Ya circula con su frecuencia habitual;00:02:00;120
4306;03.05.2019 14:00:04;D;Ya circula con su frecuencia habitual;00:02:00;120
4307;03.05.2019 13:52:02;D;Servicio con demora;00:06:07;367
4308;03.05.2019 13:48:04;D;Ya realiza su recorrido completo entre cabeceras;00:02:06;126
4309;03.05.2019 13:46:02;B;Servicio con demora;00:12:07;727
4310;03.05.2019 13:44:10;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:01:52;112
4311;03.05.2019 13:42:09;B;Ya realiza su recorrido completo entre cabeceras;00:02:01;121
4312;03.05.2019 12:38:09;B;Servicio Limitado entre J. M. de Rosas y Medrano;01:01:54;3714
4313;03.05.2019 12:10:02;E;Ya circula con su frecuencia habitual;00:02:00;120
4314;03.05.2019 11:56:09;E;Servicio con demora;00:12:01;721
4315;03.05.2019 11:30:02;E;Servicio con demora debido a un problema técnico;00:20:00;1200
4316;03.05.2019 00:56:01;H;Ya realiza su recorrido completo entre cabeceras;00:02:01;121
4317;03.05.2019 00:30:02;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:22:00;1320
4318;02.05.2019 23:16:02;D;Ya circula con su frecuencia habitual;00:04:00;240
4319;02.05.2019 22:52:08;D;Servicio con demora;00:22:01;1321
4320;02.05.2019 22:28:09;D;Servicio limitado entre Catedral-Aguero y Congreso de Tucumán- Scalabrini Ortiz;00:19:53;1193
4321;02.05.2019 22:22:02;D;Servicio con demora debido a la atención médica a un usuario;00:02:07;127
4322;02.05.2019 22:14:10;H;Servicio limitado entre Córdoba y Hospitales;00:07:52;472
4323;02.05.2019 21:56:09;H;Servicio limitado entre Hospitales y Once;00:15:59;959
4324;02.05.2019 21:40:11;H;Servicio limitado entre Córdoba y Hospitales;00:13:51;831
4325;02.05.2019 14:38:09;H;Ya circula con su frecuencia habitual;00:02:01;121
4326;02.05.2019 14:10:08;H;Servicio con demora;00:25:54;1554
4327;02.05.2019 13:58:04;H;Servicio limitado entre Hospitales y Once;00:07:58;478
4328;02.05.2019 13:48:09;H;Servicio con demora debido a un problema técnico en una formación;00:07:53;473
4329;02.05.2019 11:34:02;E;Ya circula con su frecuencia habitual;00:04:01;241
4330;02.05.2019 10:20:08;E;Servicio con demora debido a un problema técnico;01:12:00;4320
4331;02.05.2019 08:54:02;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:10:00;600
4332;02.05.2019 08:42:03;B;Interrupción debido a un problema técnico;00:07:59;479
4333;01.05.2019 21:12:09;U;Servicio interrumpido por medida de fuerza gremial;05:41:53;20513
4334;01.05.2019 16:02:07;U;Interrumpida por medida de fuerza gremial;05:08:03;18483
4335;30.04.2019 08:42:09;A;Servicio interrumpido por medida de fuerza gremial;42:11:53;151913
4336;30.04.2019 08:42:09;B;Servicio interrumpido por medida de fuerza gremial;42:11:53;151913
4337;30.04.2019 08:42:09;C;Servicio interrumpido por medida de fuerza gremial;42:11:53;151913
4338;30.04.2019 08:42:09;D;Servicio interrumpido por medida de fuerza gremial;42:11:53;151913
4339;30.04.2019 08:42:09;E;Servicio interrumpido por medida de fuerza gremial;42:11:53;151913
4340;30.04.2019 08:42:09;H;Servicio interrumpido por medida de fuerza gremial;42:11:53;151913
4341;30.04.2019 08:42:09;P;Servicio interrumpido por medida de fuerza gremial;42:11:53;151913
4342;30.04.2019 00:52:02;E;Por obras de extensión: Ha finalizado su servicio.;02:16:08;8168
4343;29.04.2019 17:58:08;D;Ya circula con su frecuencia habitual;00:02:02;122
4344;29.04.2019 17:46:08;D;Servicio con demora;00:09:54;594
4345;29.04.2019 17:42:09;D;Ya realiza su recorrido completo entre cabeceras;00:01:59;119
4346;29.04.2019 17:00:05;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:06;246
4347;29.04.2019 14:32:09;P;Servicio interrumpido por manifestantes que impiden el servicio;02:25:54;8754
4348;29.04.2019 00:36:08;E;Por obras de extensión: Ha finalizado su servicio.;01:18:00;4680
4349;28.04.2019 15:00:11;E;Ya realiza su recorrido completo entre cabeceras;00:03:51;231
4350;28.04.2019 01:06:01;E;Por obras de extensión: Ha finalizado su servicio.;02:10:01;7801
4351;27.04.2019 22:30:03;E;Por obras de extensión: Ha finalizado su servicio.;00:04:05;245
4352;27.04.2019 19:10:10;P;Servicio normalizado;00:11:53;713
4353;27.04.2019 14:40:09;P;Servicio interrumpido por manifestantes que impiden el servicio;04:26:00;15960
4354;27.04.2019 02:03:58;E;Por obras de extensión: Ha finalizado su servicio.;01:06:04;3964
4355;16.04.2019 19:20:10;D;Ya realiza su recorrido completo entre cabeceras;00:01:55;115
4356;16.04.2019 18:32:02;D;Servicios limitados: Catedral-Agüero y Palermo-Congreso de Tucumán;00:46:08;2768
4357;16.04.2019 16:32:03;C;Servicio con demora;00:17:59;1079
4358;16.04.2019 16:28:11;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:56;116
4359;16.04.2019 15:44:05;C;Servicio interrumpido;00:42:05;2525
4360;16.04.2019 12:24:04;B;Ya circula con su frecuencia habitual;00:01:59;119
4361;16.04.2019 11:52:09;B;Servicio con demora debido a un problema técnico en una formación;00:30:01;1801
4362;15.04.2019 16:06:09;B;Ya realiza su recorrido completo entre cabeceras;00:02:01;121
4363;15.04.2019 15:58:11;B;Servicio limitado entre L. N. Alem y Angel Gallardo;00:05:56;356
4364;15.04.2019 15:20:12;A;Ya realiza su recorrido completo entre cabeceras;00:01:58;118
4365;15.04.2019 10:30:04;B;Ya circula con su frecuencia habitual;00:01:59;119
4366;15.04.2019 09:58:03;B;Servicio con demora debido a un problema técnico en una formación;00:30:00;1800
4367;14.04.2019 10:58:04;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;14:38:00;52680
4368;13.04.2019 21:00:16;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;06:13:47;22427
4369;13.04.2019 09:04:10;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;07:53:54;28434
4370;12.04.2019 22:36:04;U;Servicio interrumpido;02:25:58;8758
4371;12.04.2019 21:10:10;D;Ya circula con su frecuencia habitual;00:01:52;112
4372;12.04.2019 21:02:03;D;Servicio con demora debido a un problema técnico;00:06:00;360
4373;12.04.2019 20:46:09;C;Ya circula con su frecuencia habitual;00:01:55;115
4374;12.04.2019 20:46:09;D;Ya circula con su frecuencia habitual;00:01:55;115
4375;12.04.2019 20:24:09;C;Con demora por falta de suministro de energía eléctrica;00:19:54;1194
4376;12.04.2019 20:24:09;D;Con demora por falta de suministro de energía eléctrica;00:19:54;1194
4377;12.04.2019 17:56:09;P;Interrupción debido a un problema técnico en una formación;00:09:57;597
4378;11.04.2019 17:06:09;A;Ya realiza su recorrido completo entre cabeceras;00:04:03;243
4379;11.04.2019 16:08:10;H;Ya circula con su frecuencia habitual;00:03:52;232
4380;11.04.2019 15:36:07;H;Servicio con demora debido a un problema técnico en una formación;00:29:56;1796
4381;11.04.2019 14:08:12;A;Servico limitado y con demora entre las estaciones Flores y Plaza de Mayo;02:56:01;10561
4382;11.04.2019 13:38:03;A;Servicio Limitado entre Flores y Plaza de Mayo;00:27:59;1679
4383;11.04.2019 13:28:03;D;Ya circula con su frecuencia habitual;00:06:09;369
4384;11.04.2019 13:04:11;D;Servicio con demora;00:22:00;1320
4385;11.04.2019 12:46:03;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:12:00;720
4386;11.04.2019 12:38:04;B;Ya circula con su frecuencia habitual;00:02:13;133
4387;11.04.2019 12:30:07;B;Con demora debido a la atención médica a un usuario a bordo de formación;00:06:07;367
4388;10.04.2019 22:40:12;D;Servicio con demora debido a un problema técnico;00:07:57;477
4389;10.04.2019 18:56:08;P;Los trenes ya se detienen en todas las estaciones;00:16:02;962
4390;10.04.2019 16:54:11;P;Por obras de mejora: los trenes no se detienen en Centro Cívico Lugano;01:59:53;7193
4391;10.04.2019 16:30:04;D;Ya circula con su frecuencia habitual;00:02:08;128
4392;10.04.2019 16:22:14;D;Servicio con demora;00:05:51;351
4393;10.04.2019 14:52:03;B;Ya circula con su frecuencia habitual;00:02:09;129
4394;10.04.2019 14:44:12;B;Con demora por una formación detenida debido a un problema técnico;00:05:58;358
4395;10.04.2019 12:56:10;E;Ya circula con su frecuencia habitual;00:01:53;113
4396;10.04.2019 12:14:03;E;Servicio con demora;00:40:14;2414
4397;10.04.2019 10:32:05;E;Ya circula con su frecuencia habitual;00:01:58;118
4398;10.04.2019 10:28:10;E;Servicio con demora;00:02:00;120
4399;10.04.2019 10:22:04;E;Ya realiza su recorrido completo entre cabeceras;00:04:08;248
4400;10.04.2019 09:20:12;E;Servicio limitado entre Pza. de los Virreyes y San José;01:00:04;3604
4401;09.04.2019 20:18:03;D;Ya realiza su recorrido completo entre cabeceras;00:02:01;121
4402;09.04.2019 20:14:02;H;Ya realiza su recorrido completo entre cabeceras;00:04:01;241
4403;09.04.2019 19:54:04;H;Servicio Limitado entre Facultad de Derecho y Parque Patricios;00:18:06;1086
4404;09.04.2019 19:40:12;D;Servicio limitado entre Catedral y Carranza;00:35:57;2157
4405;09.04.2019 19:32:05;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:20:05;1205
4406;09.04.2019 19:22:08;E;Ya circula con su frecuencia habitual;00:01:56;116
4407;09.04.2019 18:54:02;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:36:08;2168
4408;09.04.2019 18:52:10;E;Servicio con demora debido a la atención médica a un usuario;00:27:54;1674
4409;09.04.2019 17:48:09;H;Doble servicio limitado: Hospitales-Once y Corrientes-F. de derecho;01:04:01;3841
4410;09.04.2019 17:18:08;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:28:02;1682
4411;09.04.2019 17:14:09;H;Servicio con demora debido a un problema técnico en una formación;00:01:53;113
4412;09.04.2019 13:50:05;U;Ya circula con su frecuencia habitual;00:04:04;244
4413;09.04.2019 12:22:11;B;Ya circula con su frecuencia habitual;00:04:00;240
4414;09.04.2019 12:18:02;B;Servicio con demora;00:02:01;121
4415;09.04.2019 11:54:10;U;Servicio con demora debido a un problema técnico;01:54:01;6841
4416;08.04.2019 22:58:10;B;Ya circula con su frecuencia habitual;00:03:57;237
4417;08.04.2019 21:52:03;B;Servicio con demora;01:04:05;3845
4418;08.04.2019 21:40:20;B;Servicio limitado entre L.N. Alem y Los Incas;00:07:44;464
4419;08.04.2019 21:30:10;B;Servicio limitado entre L. N. Alem y Los Incas;00:07:53;473
4420;08.04.2019 19:22:02;H;Los trenes ya se detienen en todas las estaciones;00:02:01;121
4421;08.04.2019 19:04:03;H;Los trenes no se detienen en Once;00:16:00;960
4422;08.04.2019 18:26:04;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:36:12;2172
4423;08.04.2019 18:22:08;H;Servicio interrumpido;00:01:55;115
4424;08.04.2019 16:12:09;B;Ya circula con su frecuencia habitual;00:01:53;113
4425;08.04.2019 15:52:09;B;Servicio con demora debido a un problema técnico en una formación;00:18:01;1081
4426;08.04.2019 12:06:10;E;Ya circula con su frecuencia habitual;00:01:53;113
4427;08.04.2019 11:42:09;B;Ya circula con su frecuencia habitual;00:01:53;113
4428;08.04.2019 11:20:05;B;Servicio con demora debido a la atención médica a un usuario;00:20:06;1206
4429;08.04.2019 10:20:03;E;Servicio con demora;01:44:05;6245
