orden;Fecha;Linea;Mensaje;Duración;segundos
6965;13.03.2018 08:40:03;C;Servicio interrumpido;01:39:59;5999
6966;13.03.2018 01:24:01;C;Interrumpida por presencia de humo;01:00:01;3601
6967;13.03.2018 01:06:02;C;Interrumpida por causas ajenas a la empresa;00:16:08;968
6968;13.03.2018 00:18:09;C;Trenes circulan con diagrama especial Causas ajenas a la empresa;00:45:52;2752
6969;12.03.2018 23:04:11;B;Ya circula con su frecuencia habitual;00:03:58;238
6970;12.03.2018 21:12:03;B;Con demora por medida de fuerza gremial;01:49:59;6599
6971;12.03.2018 15:48:02;P;Los trenes ya se detienen en todas las estaciones;00:02:00;120
6972;12.03.2018 13:16:09;P;Los trenes no se detienen en la estación Nicolás Descalzi por obras de mejora;02:30:02;9002
6973;12.03.2018 12:06:02;P;Por obras de mejora los trenes no se detienen en General Savio;01:08:08;4088
6974;12.03.2018 11:50:07;P;Por obras para mejorar el servicio los trenes no se detienen en Gral Savio;00:13:57;837
6975;11.03.2018 12:34:01;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:38:04;2284
6976;11.03.2018 11:06:10;E;Interrumpida por obras de mejora;01:23:57;5037
6977;10.03.2018 22:08:01;P;Realiza el recorrido completo entre cabeceras;00:04:09;249
6978;10.03.2018 11:12:04;P;Interrumpida por obras de mejora;10:51:59;39119
6979;09.03.2018 13:36:09;P;Los trenes ya se detienen en todas las estaciones;00:23:52;1432
6980;09.03.2018 13:16:09;E;Ya circula con su frecuencia habitual;00:03:54;234
6981;09.03.2018 12:28:09;E;Servicio con demora debido a un problema técnico;00:45:53;2753
6982;09.03.2018 12:04:02;E;Servicios limitados: Bolívar - Entre Ríos y Boedo - Plaza de los Virreyes;00:19:59;1199
6983;09.03.2018 11:52:02;E;Servicio con demora debido a un problema técnico en una formación;00:10:02;602
6984;09.03.2018 11:38:02;P;Por obras de mejora los trenes no se detienen en Ana Díaz y G. Ezeiza;01:56:05;6965
6985;09.03.2018 11:28:02;P;Los trenes no se detienen en la estación Ana Díaz;00:08:04;484
6986;09.03.2018 02:04:04;B;Los trenes no se detienen en Federico Lacroze;01:15:58;4558
6987;08.03.2018 20:26:07;B;Ya circula con su frecuencia habitual;00:01:55;115
6988;08.03.2018 20:14:10;B;Servicio con demora debido a un problema técnico en una formación;00:09:54;594
6989;08.03.2018 19:56:03;U;Ya circula con su frecuencia habitual;00:19:59;1199
6990;08.03.2018 18:14:04;U;Servicio con demora;01:39:57;5997
6991;08.03.2018 18:08:03;U;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:58;238
6992;08.03.2018 17:58:07;U;Interrupción por arrollamiento de persona;00:07:54;474
6993;08.03.2018 15:16:15;P;Los trenes ya se detienen en todas las estaciones;00:03:46;226
6994;08.03.2018 12:20:02;U;Ya circula con su frecuencia habitual;00:02:00;120
6995;08.03.2018 12:18:04;P;Único destino: Gral. Savio y no se detiene en Larrazábal por obras de mejora;02:56:10;10570
6996;08.03.2018 12:06:02;P;Los trenes no se detienen en las estaciones Larrazábal y C. Cívico por obras de mejora;00:10:08;608
6997;08.03.2018 11:42:09;P;Por obras de mejora los trenes no se detienen en Larrazábal;00:21:53;1313
6998;08.03.2018 11:40:09;U;Servicio con demora;00:37:55;2275
6999;08.03.2018 11:36:02;P;Los trenes no se detienen en Larrazábal;00:04:07;247
7000;08.03.2018 10:32:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:06:02;362
7001;08.03.2018 10:18:10;P;Interrupción debido a la atención médica a un usuario;00:01:59;119
7002;08.03.2018 08:28:02;E;Interrumpida por obras de mejora;02:02:04;7324
7003;07.03.2018 17:54:05;D;Ya circula con su frecuencia habitual;00:03:57;237
7004;07.03.2018 17:36:02;D;Servicio con demora debido a un problema técnico;00:16:08;968
7005;07.03.2018 17:22:07;D;Ya circula con su frecuencia habitual;00:04:02;242
7006;07.03.2018 17:10:02;D;Servicio con demora debido a un problema técnico en una formación;00:10:00;600
7007;07.03.2018 17:06:14;B;Servicio con demora debido a un problema técnico en una formación;00:01:58;118
7008;06.03.2018 20:38:07;A;Ya circula con su frecuencia habitual;00:02:04;124
7009;06.03.2018 20:26:01;A;Servicio con demora debido a la atención médica a un usuario;00:10:01;601
7010;06.03.2018 20:08:02;A;Servicio limitado entre Plaza de Mayo y Loria;00:14:00;840
7011;06.03.2018 19:58:08;A;Interrupción debido a la atención médica a un usuario;00:07:54;474
7012;06.03.2018 12:50:10;B;Servicio limitado entre L. N. Alem y Angel Gallardo;00:35:53;2153
7013;06.03.2018 12:20:11;B;Interrumpida por arrollamiento de persona;00:28:00;1680
7014;06.03.2018 11:56:08;B;Servicio interrumpido;00:21:54;1314
7015;05.03.2018 14:10:02;E;Ya circula con su frecuencia habitual;00:04:05;245
7016;05.03.2018 13:38:08;E;Servicio con demora debido a un problema técnico en una formación;00:30:02;1802
7017;05.03.2018 12:30:12;E;Ya circula con su frecuencia habitual;00:05:58;358
7018;05.03.2018 11:50:10;E;Servicio con demora;00:37:59;2279
7019;05.03.2018 11:42:02;E;Servicio con demora debido a un problema técnico;00:06:07;367
7020;04.03.2018 21:38:09;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:29:53;1793
7021;04.03.2018 20:54:02;E;Servicio limitado entre Pza. de los Virreyes y Boedo;00:30:02;1802
7022;04.03.2018 12:36:02;P;Interrumpida debido a la atención médica a un usuario;00:34:07;2047
7023;03.03.2018 11:12:02;E;Ya realiza su recorrido completo entre cabeceras;00:04:05;245
7024;03.03.2018 10:48:02;E;Servicio limitado entre Pza. de los Virreyes y Boedo;00:22:00;1320
7025;02.03.2018 22:08:07;E;Ya circula con su frecuencia habitual;00:01:55;115
7026;02.03.2018 21:24:09;E;Servicio con demora;00:42:04;2524
7027;02.03.2018 17:20:07;P;Interrupción debido a un problema técnico;03:11:57;11517
7028;02.03.2018 16:34:09;A;Ya realiza su recorrido completo entre cabeceras;00:04:00;240
7029;02.03.2018 16:24:10;A;Servicio limitado entre Acoyte y Plaza de Mayo;00:07:52;472
7030;02.03.2018 16:02:10;A;Servicio limitado entre Carabobo y Plaza de Mayo;00:19:52;1192
7031;02.03.2018 15:44:08;A;Servicio con demora debido a un problema técnico;00:15:54;954
7032;01.03.2018 16:56:05;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:05:57;357
7033;01.03.2018 16:34:03;P;Interrupción debido a un problema técnico en una formación;00:19:59;1199
7034;01.03.2018 15:26:06;A;Los trenes ya se detienen en todas las estaciones;00:04:01;241
7035;01.03.2018 13:16:09;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:05:59;359
7036;01.03.2018 12:34:02;P;Interrupción por anegamiento en zona de vías;00:40:00;2400
7037;01.03.2018 09:26:02;P;Servicio interrumpido;03:06:01;11161
7038;01.03.2018 08:18:02;P;Interrumpida por causas ajenas a la empresa;01:06:00;3960
7039;01.03.2018 08:16:08;A;Los trenes no se detienen en Congreso por un operativo de seguridad en la vía pública;07:07:54;25674
7040;28.02.2018 17:24:03;B;Ya circula con su frecuencia habitual;00:02:03;123
7041;28.02.2018 17:14:11;B;Servicio con demora debido a un problema técnico en una formación;00:07:54;474
7042;27.02.2018 23:16:13;C;Servicio con demora;01:49:56;6596
7043;27.02.2018 22:56:04;D;Ya realiza su recorrido completo entre cabeceras;00:04:07;247
7044;27.02.2018 22:42:12;C;Interrumpida por falta de suministro de energía eléctrica;00:31:54;1914
7045;27.02.2018 22:42:12;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:11:50;710
7046;27.02.2018 21:42:03;B;Servicio con demora;00:16:14;974
7047;27.02.2018 21:24:13;H;Servicio limitado entre Córdoba y Hospitales;00:08:01;481
7048;27.02.2018 17:52:11;P;Ya realiza su recorrido completo entre cabeceras;00:05:52;352
7049;27.02.2018 17:14:11;P;Único destino: Centro Cívico;00:35:53;2153
7050;27.02.2018 16:18:10;B;Ya circula con su frecuencia habitual;00:02:00;120
7051;27.02.2018 16:10:02;B;Servicio con demora;00:06:01;361
7052;27.02.2018 15:14:14;P;Los trenes ya se detienen en todas las estaciones;00:01:48;108
7053;27.02.2018 13:06:07;E;Ya circula con su frecuencia habitual;00:05:59;359
7054;27.02.2018 12:32:02;P;Por obras de mejora los trenes no se detienen en Pque.de la Ciudad y Escalada;02:40:03;9603
7055;27.02.2018 12:16:12;P;Por obras de mejora los trenes no se detienen en Pque.de la Ciudad y Escalada;00:13:52;832
7056;27.02.2018 12:12:06;E;Servicio con demora debido a un problema técnico;00:52:07;3127
7057;27.02.2018 12:02:04;E;Ya realiza el recorrido completo entre cabeceras;00:08:01;481
7058;27.02.2018 11:26:10;E;Servicio limitado entre Pza. de los Virreyes y San José;00:33:55;2035
7059;26.02.2018 13:50:09;P;Los trenes ya se detienen en todas las estaciones;00:04:01;241
7060;26.02.2018 11:58:02;P;Por obras de mejora los trenes no se detienen en Pola;01:50:09;6609
7061;26.02.2018 11:10:02;P;Los trenes no se detenien en las estación Pola por obras de mejora;00:46:04;2764
7062;24.02.2018 18:40:12;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:11:50;710
7063;24.02.2018 10:54:04;P;Interrumpida por obras de mejora;07:44:06;27846
7064;24.02.2018 10:46:04;P;Interrumpido por obras de mejora;00:05:58;358
7065;23.02.2018 22:38:08;H;Ya realiza su recorrido completo entre cabeceras;00:01:54;114
7066;23.02.2018 22:14:02;H;Servicio limitado entre Hospitales y Once;00:22:09;1329
7067;23.02.2018 21:04:08;E;Ya circula con su frecuencia habitual;00:01:54;114
7068;23.02.2018 20:54:02;E;Servicio con demora;00:08:06;486
7069;23.02.2018 18:52:04;P;Ya realiza su recorrido completo entre cabeceras;00:01:59;119
7070;23.02.2018 18:26:02;P;Único destino: General Savio;00:24:03;1443
7071;23.02.2018 12:28:12;P;Los trenes ya se detienen en todas las estaciones;00:01:50;110
7072;23.02.2018 11:42:04;P;Por obras de mejora los trenes no se detienen en F. de la Cruz y Grierson;00:44:07;2647
7073;23.02.2018 11:18:02;P;Por obras de mejora los trenes no se detienen en Fernández de la Cruz;00:20:00;1200
7074;23.02.2018 09:00:02;E;Ya realiza su recorrido completo entre cabeceras;00:10:03;603
7075;23.02.2018 08:32:06;E;Servicio limitado entre Bolívar y Av. La Plata;00:23:57;1437
7076;22.02.2018 13:02:10;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:09:52;592
7077;22.02.2018 12:46:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:07;247
7078;22.02.2018 11:52:09;P;Interrupción debido a un problema técnico en una formación;00:52:02;3122
7079;21.02.2018 00:48:03;H;Servicio limitado entre Corrientes y Hospitales;01:42:04;6124
7080;20.02.2018 23:04:07;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:56;236
7081;20.02.2018 21:26:04;P;Interrumpida por presencia de manifestantes;01:36:07;5767
7082;20.02.2018 13:04:03;E;Servicio limitado entre Bolívar y Av. La Plata;01:14:06;4446
7083;20.02.2018 12:42:11;E;Servicio con demora debido a un problema técnico;00:19:51;1191
7084;19.02.2018 22:14:02;E;Ya circula con su frecuencia habitual;00:02:10;130
7085;19.02.2018 21:52:09;E;Servicio con demora;00:19:53;1193
7086;19.02.2018 18:40:09;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:53;233
7087;19.02.2018 18:34:01;C;Interrupción debido a la atención médica a un usuario;00:04:08;248
7088;19.02.2018 14:46:03;B;Ya circula con su frecuencia habitual;00:02:04;124
7089;19.02.2018 14:28:02;B;Servicio con demora debido a un problema técnico;00:16:06;966
7090;19.02.2018 12:40:10;P;Interrupción debido a un problema técnico;00:24:01;1441
7091;19.02.2018 12:28:08;P;Servicio interrumpido;00:10:03;603
7092;19.02.2018 11:34:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:05;245
7093;19.02.2018 10:56:04;P;Servicio interrumpido;00:36:04;2164
7094;18.02.2018 12:00:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:08:00;480
7095;18.02.2018 11:20:10;E;Interrumpida por obras de mejora;00:31:53;1913
7096;17.02.2018 23:20:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:52;232
7097;17.02.2018 22:36:04;P;Interrumpida debido a la atención médica a un usuario;00:36:06;2166
7098;17.02.2018 11:18:03;A;Ya realiza su recorrido completo entre cabeceras;00:04:06;246
7099;17.02.2018 09:02:08;A;Servicio limitado entre Plaza Miserere y San Pedrito;02:14:05;8045
7100;16.02.2018 21:22:08;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:00;240
7101;16.02.2018 19:28:09;P;Servicio interrumpido;01:52:01;6721
7102;16.02.2018 17:22:09;B;Ya circula con su frecuencia habitual;00:03:58;238
7103;16.02.2018 17:12:09;B;Servicio con demora debido a un problema técnico;00:08:00;480
7104;16.02.2018 17:12:09;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:58;238
7105;16.02.2018 16:56:02;P;Interrupción por una formación detenida debido a un problema técnico;00:14:00;840
7106;16.02.2018 15:50:02;A;Ya circula con su frecuencia habitual;00:04:03;243
7107;16.02.2018 15:38:08;A;Servicio con demora debido a la atención médica a un usuario;00:09:54;594
7108;16.02.2018 15:34:08;A;Interrupción debido a la atención médica a un usuario;00:01:54;114
7109;16.02.2018 15:28:03;A;Con demora debido a la atención médica a un usuario a bordo de formación;00:04:01;241
7110;16.02.2018 13:12:03;P;Ya realiza su recorrido completo entre cabeceras;00:02:04;124
7111;16.02.2018 12:54:08;P;Único destino: Centro Cívico;00:15:56;956
7112;16.02.2018 11:00:09;C;Interrupción debido a la atención médica a un usuario;00:35:54;2154
7113;15.02.2018 21:54:01;D;Servicio con demora debido a un problema técnico en una formación;00:14:06;846
7114;15.02.2018 21:42:03;D;Servicio limitado entre Catedral y J.Hernández;00:10:01;601
7115;15.02.2018 18:16:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59;119
7116;15.02.2018 17:54:01;C;Interrupción debido a un problema técnico en una formación;00:20:09;1209
7117;13.02.2018 11:04:10;H;Interrumpida por obras de mejora;00:26:03;1563
7118;12.02.2018 16:08:12;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;01:03:50;3830
7119;12.02.2018 15:36:03;P;Interrumpida por causas ajenas a la empresa;00:29:58;1798
7120;12.02.2018 12:52:09;H;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:13:55;835
7121;12.02.2018 11:14:03;H;Interrumpida por obras de mejora;01:36:09;5769
7122;10.02.2018 17:58:08;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:15:59;959
7123;10.02.2018 17:26:09;P;Interrupción debido a un problema técnico;00:26:06;1566
7124;09.02.2018 11:12:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01;241
7125;09.02.2018 10:28:03;P;Servicio interrumpido;00:42:00;2520
7126;08.02.2018 22:34:11;U;Ya circula con su frecuencia habitual;00:01:59;119
7127;08.02.2018 21:44:08;U;Servicio con demora debido a un problema técnico en una formación;00:48:07;2887
7128;08.02.2018 21:16:12;C;Interrupción debido a un problema técnico en una formación;00:09:52;592
7129;08.02.2018 20:32:09;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:56;236
7130;08.02.2018 19:16:09;P;Servicio interrumpido;01:14:03;4443
7131;08.02.2018 16:50:11;C;Interrumpida debido a la atención médica a un usuario;00:02:01;121
7132;08.02.2018 09:42:05;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;00:20:00;1200
7133;07.02.2018 15:30:12;A;Ya realiza su recorrido completo entre cabeceras;00:03:50;230
7134;07.02.2018 15:24:13;A;Servicio limitado entre San Pedrito y Río de Janeiro;00:03:50;230
7135;07.02.2018 15:20:15;A;Interrupción debido a la atención médica a un usuario;00:01:56;116
7136;07.02.2018 12:14:02;B;Servicio con demora debido a un problema técnico;00:04:12;252
7137;07.02.2018 09:46:10;E;Interrupción por una formación detenida debido a un problema técnico;00:04:04;244
7138;06.02.2018 18:06:17;B;Ya realiza su recorrido completo entre cabeceras;00:03:54;234
7139;06.02.2018 16:56:05;D;Ya realiza su recorrido completo entre cabeceras;00:03:58;238
7140;06.02.2018 16:40:11;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:14:07;847
7141;06.02.2018 14:44:06;B;Servicio Limitado entre J. M. de Rosas y Medrano;03:19:56;11996
7142;06.02.2018 14:34:15;B;Servicio interrumpido;00:07:59;479
7143;06.02.2018 09:44:11;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01;241
7144;06.02.2018 08:22:21;E;Interrumpida por obras de mejora;01:19:51;4791
7145;05.02.2018 13:32:05;A;Ya realiza su recorrido completo entre cabeceras;00:02:12;132
7146;05.02.2018 13:26:11;A;Servicio limitado entre San Pedrito y Río de Janeiro;00:04:03;243
7147;05.02.2018 12:32:02;D;Ya circula con su frecuencia habitual;00:02:04;124
7148;05.02.2018 11:58:06;D;Con demora hacia Congreso de Tucumán debido a un problema técnico;00:31:56;1916
7149;05.02.2018 11:48:02;D;Servicio con demora debido a un problema técnico en una formación;00:08:11;491
7150;04.02.2018 12:18:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:20:04;1204
7151;04.02.2018 11:12:14;E;Interrumpida por obras de mejora;00:57:58;3478
7152;03.02.2018 18:44:12;P;Interrupción debido a un problema técnico en una formación;00:14:03;843
7153;02.02.2018 18:42:11;D;Con demora hacia Congreso de Tucumán debido a un problema técnico;00:13:58;838
7154;02.02.2018 13:58:04;D;Ya circula con su frecuencia habitual;00:03:59;239
7155;02.02.2018 13:42:09;D;Con demora destino a Catedral;00:13:53;833
7156;02.02.2018 12:30:04;E;Ya circula con su frecuencia habitual;00:04:06;246
7157;02.02.2018 12:08:02;E;Con demora debido a la atención médica a un usuario a bordo de formación;00:20:07;1207
7158;02.02.2018 10:46:10;B;Ya circula con su frecuencia habitual;00:03:58;238
7159;02.02.2018 10:36:10;B;Con demora hacia L. N. Alem debido a un problema técnico;00:07:52;472
7160;02.02.2018 01:18:04;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;02:20:06;8406
7161;01.02.2018 14:12:11;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:51;231
7162;01.02.2018 12:12:04;P;Servicio interrumpido;01:58:07;7087
7163;01.02.2018 11:12:13;D;Ya circula con su frecuencia habitual;00:01:58;118
7164;01.02.2018 10:50:02;D;Servicio con demora debido a un problema técnico en una formación;00:20:04;1204
7165;31.01.2018 17:54:02;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:24:02;1442
7166;30.01.2018 00:22:10;E;Servicio limitado entre Pza. de los Virreyes y Boedo;00:15:52;952
7167;30.01.2018 00:18:03;E;Servicio con demora;00:02:08;128
7168;29.01.2018 17:44:11;A;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:07:51;471
7169;29.01.2018 17:28:04;A;Interrupción debido a la atención médica a un usuario;00:14:06;846
7170;29.01.2018 12:16:03;U;Ya circula con su frecuencia habitual;00:14:06;846
7171;29.01.2018 10:10:03;U;Servicio con demora;02:04:06;7446
7172;27.01.2018 09:28:03;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:36:11;2171
7173;27.01.2018 09:00:03;E;Interrumpida por obras de mejora;00:20:04;1204
7174;25.01.2018 16:46:08;P;Los trenes ya se detienen en todas las estaciones;00:03:54;234
7175;25.01.2018 11:52:08;P;Por obras de mejora los trenes no se detienen en M. Acosta y G. Ezeiza;04:51:56;17516
7176;24.01.2018 21:06:11;D;Ya circula con su frecuencia habitual;00:03:59;239
7177;24.01.2018 20:00:03;D;Servicio con demora debido a un problema técnico;01:03:59;3839
7178;23.01.2018 21:42:15;H;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:59;239
7179;23.01.2018 20:58:03;H;Servicio interrumpido;00:41:58;2518
7180;23.01.2018 12:08:11;P;Por obras de mejora los trenes no se detienen en Somellera.;01:15:54;4554
7181;23.01.2018 12:04:31;P;Los trenes no se detienen en la estación Somellera;00:01:58;118
7182;22.01.2018 20:40:02;C;Servicio con demora debido a la atención médica a un usuario;00:24:16;1456
7183;22.01.2018 20:34:03;C;Interrumpida debido a la atención médica a un usuario;00:04:02;242
7184;22.01.2018 18:44:28;E;Ya realiza su recorrido completo entre cabeceras;00:03:35;215
7185;22.01.2018 18:28:04;E;Servicio limitado entre Pza. de los Virreyes y Boedo;00:14:27;867
7186;22.01.2018 17:06:07;U;Ya circula con su frecuencia habitual;00:10:24;624
7187;22.01.2018 16:50:03;U;Ya realiza el recorrido completo entre cabeceras;00:14:00;840
7188;22.01.2018 15:34:06;U;Servicio limitado entre Lacroze y Rubén Darío y condicional a Lemos;01:13:56;4436
7189;22.01.2018 15:28:26;U;Servicio por una vía: Lacroze - Lemos y Lemos - Rubén Darío;00:04:01;241
7190;22.01.2018 15:24:32;U;Servicio por una vía: Lacroze - Lemos y Lacroze - Lemos;00:01:57;117
7191;22.01.2018 13:44:03;P;Los trenes ya se detienen en todas las estaciones;00:04:00;240
7192;22.01.2018 13:38:35;P;Ya realiza su recorrido completo entre cabeceras;00:03:53;233
7193;22.01.2018 13:18:28;P;Único destino: General Savio;00:18:01;1081
7194;22.01.2018 12:38:36;P;Los trenes no se detienen en Ana M. Janer y Balbastro por obras de mejora;00:37:53;2273
7195;22.01.2018 12:34:02;B;Ya circula con su frecuencia habitual;00:02:30;150
7196;22.01.2018 12:28:30;B;Servicio con demora debido a un problema técnico en una formación;00:03:32;212
7197;19.01.2018 21:50:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01;241
7198;19.01.2018 21:38:17;P;Servicio interrumpido;00:09:46;586
7199;19.01.2018 21:06:15;E;Servicio con demora debido a un problema técnico;00:29:48;1788
7200;18.01.2018 22:20:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:22;262
7201;18.01.2018 22:16:02;C;Interrupción debido a un problema técnico en una formación;00:02:01;121
7202;18.01.2018 18:26:04;D;Servicio con demora debido a un problema técnico;00:26:00;1560
7203;18.01.2018 18:20:02;D;Ya realiza su recorrido completo entre cabeceras;00:04:00;240
7204;18.01.2018 17:52:24;D;Servicio limitado entre Catedral y Carranza;00:25:57;1557
7205;18.01.2018 17:48:20;D;Interrupción por una formación detenida debido a un problema técnico;00:02:00;120
7206;18.01.2018 12:46:27;C;Interrupción por una formación detenida debido a un problema técnico;00:03:48;228
7207;18.01.2018 11:58:04;C;Interrupción debido a un problema técnico en una formación;00:04:18;258
7208;17.01.2018 22:02:15;D;Ya circula con su frecuencia habitual;00:03:49;229
7209;17.01.2018 20:40:03;D;Servicio con demora debido a un problema técnico;01:20:07;4807
7210;17.01.2018 13:56:05;E;Ya realiza su recorrido completo entre cabeceras;00:04:01;241
7211;17.01.2018 13:50:16;E;Servicio limitado entre Bolívar y Av. La Plata;00:03:56;236
7212;17.01.2018 13:44:14;E;Servicio con demora debido a un problema técnico;00:03:52;232
7213;17.01.2018 09:18:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:10;130
7214;17.01.2018 08:22:13;E;Interrumpida por obras de mejora;00:53:57;3237
7215;16.01.2018 22:32:02;E;Ya circula con su frecuencia habitual;00:04:00;240
7216;16.01.2018 21:54:02;E;Servicio con demora debido a un problema técnico;00:36:01;2161
7217;16.01.2018 20:54:12;U;Servicio con demora;00:58:03;3483
7218;16.01.2018 20:26:14;U;Servicio limitado entre Gral. Lemos y Fco. Lynch 17:20 hs.;00:26:01;1561
7219;16.01.2018 18:00:15;A;Los trenes ya se detienen en todas las estaciones;00:03:48;228
7220;16.01.2018 16:54:10;A;Los trenes no se detienen en Plaza Miserere;01:04:03;3843
7221;15.01.2018 23:14:06;D;Servicio con demora;02:57:59;10679
7222;15.01.2018 23:04:13;D;Interrupción debido a un problema técnico en una formación;00:07:52;472
7223;15.01.2018 23:04:13;E;Ya circula con su frecuencia habitual;00:02:00;120
7224;15.01.2018 22:04:03;E;Servicio con demora debido a un problema técnico en una formación;00:58:10;3490
7225;15.01.2018 19:58:14;P;Interrupción debido a un problema técnico en una formación;00:20:02;1202
7226;15.01.2018 13:52:14;H;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:58;118
7227;15.01.2018 13:46:07;U;Servicio con demora;00:08:05;485
7228;15.01.2018 13:30:14;H;Interrupción debido a un problema técnico en una formación;00:19:59;1199
7229;14.01.2018 18:38:14;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:19:52;1192
7230;14.01.2018 16:38:14;P;Interumpida por procedimiento policial 13:30 hs.;01:57:53;7073
7231;14.01.2018 15:28:13;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:00;240
7232;14.01.2018 15:16:15;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:09:48;588
7233;14.01.2018 12:22:03;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;02:52:11;10331
7234;14.01.2018 11:06:05;E;Interrumpida por obras de mejora;01:14:01;4441
7235;13.01.2018 18:58:06;B;Los trenes no se detienen en Malabia;00:25:56;1556
7236;13.01.2018 11:48:14;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:02;122
7237;13.01.2018 11:30:03;E;Interrupción debido a un problema técnico en una formación;00:16:02;962
7238;13.01.2018 11:26:07;E;Servicio con demora debido a un problema técnico en una formación;00:01:56;116
7239;12.01.2018 08:34:05;A;Los trenes no se detienen en Puan;00:20:11;1211
7240;11.01.2018 21:28:15;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:13:48;828
7241;11.01.2018 18:16:17;P;Interrupción por una formación detenida debido a un problema técnico;03:09:58;11398
7242;11.01.2018 17:06:05;P;Único destino: General Savio;01:08:10;4090
7243;11.01.2018 16:44:03;P;Único destino: Centro Cívico;00:20:03;1203
7244;11.01.2018 16:32:16;P;Interrumpida por falta de suministro de energía eléctrica;00:09:51;591
7245;11.01.2018 16:16:05;P;Único destino: General Savio;00:14:00;840
7246;11.01.2018 10:42:13;E;Servicio con demora;00:32:02;1922
7247;11.01.2018 10:38:12;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:53;113
7248;11.01.2018 09:20:17;E;Servicio interrumpido;01:15:46;4546
7249;11.01.2018 08:10:13;E;Interrumpida por causas ajenas a la empresa;01:07:50;4070
7250;10.01.2018 15:58:04;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01;121
7251;10.01.2018 15:52:13;C;Interrupción debido a un problema técnico;00:03:49;229
7252;10.01.2018 11:46:04;D;Ya circula con su frecuencia habitual;00:14:00;840
7253;10.01.2018 10:56:04;D;Servicio con demora debido a un problema técnico en una formación;00:47:58;2878
7254;09.01.2018 22:56:02;D;Servicio con demora debido a un problema técnico en una formación;00:14:00;840
7255;09.01.2018 19:40:05;D;Ya realiza su recorrido completo entre cabeceras;00:08:10;490
7256;09.01.2018 17:50:15;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;01:47:58;6478
7257;09.01.2018 09:32:14;E;Ya circula con su frecuencia habitual;00:15:51;951
7258;09.01.2018 09:16:12;E;Servicio con demora;00:14:00;840
7259;09.01.2018 08:44:14;E;Servicio limitado entre Bolívar y Av. La Plata;00:25:51;1551
7260;08.01.2018 12:58:09;B;Ya realiza su recorrido completo entre cabeceras;00:03:55;235
7261;08.01.2018 12:30:13;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:25:53;1553
7262;08.01.2018 11:08:14;B;Servicio con demora;00:20:00;1200
7263;08.01.2018 10:52:02;B;Interrupción debido a un problema técnico en una formación;00:14:09;849
