orden;Fecha;Linea;Mensaje;Duración
252;28.10.2020 09:06:03;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;01:31:58
253;28.10.2020 09:06:03;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59
254;28.10.2020 09:04:01;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:01
255;27.10.2020 11:02:02;P;Ya realiza su recorrido completo entre cabeceras;00:18:00
256;27.10.2020 10:52:02;P;Servicio limitado entre las estaciones Intendente Saguier y General Savio;00:08:00
257;27.10.2020 10:44:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;22:14:00
258;27.10.2020 10:40:02;E;Normaliza su servicio;00:01:59
259;27.10.2020 09:24:03;E;Servicio con demora;01:14:00
260;27.10.2020 09:04:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:00
261;27.10.2020 09:04:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:00
262;27.10.2020 09:04:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;00:18:00
263;27.10.2020 09:04:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:00
264;27.10.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00
265;27.10.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00
266;26.10.2020 18:56:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01
267;26.10.2020 18:14:02;P;Servicio interrumpido debido a una causa técnica;00:40:00
268;26.10.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59
269;26.10.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59
270;26.10.2020 09:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59
271;26.10.2020 09:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59
272;26.10.2020 09:02:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59
273;26.10.2020 09:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59
274;25.10.2020 13:02:01;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;19:48:01
275;25.10.2020 11:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00
276;25.10.2020 11:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:00
277;25.10.2020 11:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00
278;25.10.2020 11:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00
279;25.10.2020 11:02:02;E;Inicia servicio a las 10hs por obras de mejora.;01:58:00
280;25.10.2020 11:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00
281;24.10.2020 09:00:11;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51
282;24.10.2020 09:00:11;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51
283;24.10.2020 09:00:11;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51
284;24.10.2020 09:00:11;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51
285;24.10.2020 09:00:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51
286;24.10.2020 09:00:11;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51
287;23.10.2020 14:08:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;18:47:52
288;23.10.2020 14:04:03;E;Normaliza su servicio;00:02:03
289;23.10.2020 13:58:03;E;Servicio con demora;00:04:12
290;23.10.2020 09:58:06;U;Ya circula con su frecuencia habitual.;00:00:00
291;23.10.2020 09:48:14;U;Servicio con demora.;00:07:48
292;23.10.2020 09:02:07;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56
293;23.10.2020 09:02:07;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56
294;23.10.2020 09:02:07;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56
295;23.10.2020 09:02:07;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56
296;23.10.2020 09:02:07;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;04:54:08
297;23.10.2020 09:02:07;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56
298;22.10.2020 17:36:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;15:15:52
299;22.10.2020 17:32:07;E;Normaliza su servicio;00:01:59
300;22.10.2020 16:14:06;E;Servicio con demora;01:16:01
301;22.10.2020 09:06:03;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;07:06:02
302;22.10.2020 09:06:03;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:46:00
303;22.10.2020 09:04:12;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51
304;22.10.2020 09:04:12;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51
305;22.10.2020 09:04:12;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51
306;22.10.2020 09:04:12;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51
307;21.10.2020 18:38:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;14:19:51
308;21.10.2020 18:36:03;E;Los trenes ya se detienen en todas las estaciones;00:00:00
309;21.10.2020 12:06:02;E;Los trenes no se detienen en la estación Bolivar;06:28:03
310;21.10.2020 12:00:15;E;Ya realiza recorrido completo entre cabeceras.;00:03:47
311;21.10.2020 11:06:06;E;Servicio limitado entre las estaciones Plaza de los Virreyes y Entre Ríos;00:51:59
312;21.10.2020 09:04:05;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
313;21.10.2020 09:04:05;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
314;21.10.2020 09:04:05;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
315;21.10.2020 09:04:05;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
316;21.10.2020 09:04:05;E;Servicio limitado entre las estaciones Plaza de los Virreyes y Av. La Plata;02:00:01
317;21.10.2020 09:04:05;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
318;21.10.2020 01:04:07;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;07:53:56
319;20.10.2020 23:54:11;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;09:03:52
320;20.10.2020 23:50:03;C;Ya realiza recorrido completo entre cabeceras.;00:02:09
321;20.10.2020 23:00:03;C;Servicio limitado entre las estaciones Diagonal Norte y Constitución;00:48:03
322;20.10.2020 23:00:03;E;Servicio interrumpido debido a una causa técnica.;02:02:07
323;20.10.2020 22:22:09;E;Servicio limitado entre las estaciones Plaza de los Virreyes y Entre Ríos;00:35:55
324;20.10.2020 21:46:09;E;Servicio limitado entre las estaciones Plaza de los Virreyes y San José;00:33:54
325;20.10.2020 12:52:05;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;20:05:58
326;20.10.2020 12:48:11;D;Ya realiza recorrido completo entre cabeceras.;00:02:02
327;20.10.2020 12:14:03;D;Servicio limitado entre Catedral - Agüero y Palermo - Congreso de Tucumán;00:32:07
328;20.10.2020 09:04:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:01
329;20.10.2020 09:04:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:01
330;20.10.2020 09:04:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;13:54:02
331;20.10.2020 09:04:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;03:08:00
332;20.10.2020 09:04:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;12:40:07
333;20.10.2020 09:04:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:01
334;19.10.2020 09:04:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
335;19.10.2020 09:04:06;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
336;19.10.2020 09:04:06;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
337;19.10.2020 09:04:06;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57
338;19.10.2020 09:02:03;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00
339;19.10.2020 09:02:03;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00
340;18.10.2020 13:02:07;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;19:50:01
341;18.10.2020 11:02:06;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02
342;18.10.2020 11:02:06;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02
343;18.10.2020 11:02:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02
344;18.10.2020 11:02:06;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02
345;18.10.2020 11:02:06;E;Inicia servicio a las 10hs por obras de mejora.;01:57:56
346;18.10.2020 11:02:06;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02
347;16.10.2020 14:08:04;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;44:50:00
348;16.10.2020 13:28:09;D;Ya realiza recorrido completo entre cabeceras.;00:38:02
349;16.10.2020 13:08:09;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;00:17:55
350;16.10.2020 13:04:06;D;Ya realiza recorrido completo entre cabeceras.;00:02:06
351;16.10.2020 12:30:15;D;Servicio limitado entre las estaciones Congreso de Tucumán y 9 de Julio;00:31:47
352;16.10.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02
353;16.10.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02
354;16.10.2020 09:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02
355;16.10.2020 09:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;03:26:09
356;16.10.2020 09:02:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02
357;16.10.2020 09:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02
358;15.10.2020 14:52:07;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;18:00:04
359;15.10.2020 14:48:05;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:57
360;15.10.2020 14:28:05;C;Servicio interrumpido por manifestantes que impiden el servicio;00:17:59
361;15.10.2020 09:02:10;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01
362;15.10.2020 09:02:10;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01
363;15.10.2020 09:02:10;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;05:23:57
364;15.10.2020 09:02:10;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01
365;15.10.2020 09:02:10;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01
366;15.10.2020 09:02:10;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01
367;14.10.2020 09:04:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:03
368;14.10.2020 09:02:08;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57
369;14.10.2020 09:02:08;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57
370;14.10.2020 09:02:08;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57
371;14.10.2020 09:02:08;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57
372;14.10.2020 09:02:08;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57
373;13.10.2020 17:36:11;U;Ya realiza su recorrido completo entre cabeceras;00:00:00
374;13.10.2020 15:34:05;U;Servicio limitado entre las estaciones Federico Lacroze y Campo de Mayo;02:00:00
375;13.10.2020 13:46:05;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;19:08:00
376;13.10.2020 13:44:03;E;Normaliza su servicio;00:00:00
377;13.10.2020 13:16:05;E;Servicio con demora debido a una causa técnica.;00:25:57
378;13.10.2020 09:02:04;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:52:01
379;13.10.2020 09:02:04;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:52:01
380;13.10.2020 09:02:04;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:52:01
381;13.10.2020 09:02:04;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:52:01
382;13.10.2020 09:02:04;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;04:12:07
383;13.10.2020 09:02:04;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:52:01
384;12.10.2020 11:02:03;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:56:07
385;12.10.2020 11:02:03;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:56:07
386;12.10.2020 11:02:03;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:56:07
